policy,lambda_social,r_demarketer,Q_base,Q_treat,throughput_reduction,leakage,relative_profit_demarketers,profit_ratio_demarketers,profit_ratio_mean,profit_total_treat,profit_total_base,cs_mean_treat,cs_mean_base,rebound_mean_treat,units_lost_at_demarketers,prop_rate,d_mean,r_mean,n_exits,n_exits_demarketers,n_exits_conventional,viable,PMV,share_micro_negative,mean_micro_g,regime
0.0,0.44999999999999996,0.125,839.902885347009,807.3257930482828,0.03878673697527174,0.40758209383218524,0.4673247820660668,0.4593958516586514,0.9264314086031072,65.43000505684088,69.42756608765254,0.6526993544327281,0.6313429063406117,0.0,54.990053405809974,0.125,0.045003571199999995,0.008036352,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.44999999999999996,0.25,839.902885347009,804.8976485630785,0.04167771940617631,0.3974290238171566,0.5941829735394021,0.541884204867056,0.8903145552193992,67.77805855156188,69.42756608765254,0.6532583823111865,0.6313429063406117,0.0,58.093134531107204,0.125,0.04758405119999999,0.016994304000000002,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.44999999999999996,0.375,839.902885347009,804.3930656055413,0.04227848285911852,0.40243935847612033,0.7441028926311929,0.6336393553925096,0.865429175126607,70.55930945032517,69.42756608765254,0.6521279797510849,0.6313429063406117,0.0,59.42462952531768,0.125,0.04758405119999999,0.025491456000000003,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.44999999999999996,0.5,839.902885347009,803.8558762309751,0.042918067963465735,0.4067216204341212,0.9009149277565014,0.7201430970267442,0.8457013954729107,73.453749350913,69.42756608765254,0.6510424790438575,0.6313429063406117,0.0,60.75901357202782,0.125,0.04758405119999999,0.033988608000000003,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.44999999999999996,0.625,839.902885347009,651.7258935984229,0.22404613084623481,-0.6128885929728187,2.1510829139964094,1.6212839862959125,1.3775443743557476,126.89239534313485,69.42756608765254,0.7031973994972777,0.6313429063406117,0.0,116.67079336319506,0.5,0.25983999999999996,0.232,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.44999999999999996,0.75,839.902885347009,597.7791130508963,0.2882759144184609,-0.8989981836619569,3.241992711864139,2.3129382155722134,1.7331104143719855,168.6577005266134,69.42756608765254,0.7216551780586572,0.6313429063406117,0.0,127.50079193293926,0.625,0.3196928,0.34252800000000005,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.44999999999999996,0.875,839.902885347009,589.9134301392278,0.2976409053583584,-1.0124630450095236,3.9337186949898837,2.6655834192185464,1.9980186650330662,204.71162371027395,69.42756608765254,0.7121855540463448,0.6313429063406117,0.0,124.22064386608312,0.625,0.315393792,0.39424224,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.44999999999999996,1.0,839.902885347009,584.8098511005065,0.3037172971981277,-0.9687719345818075,4.896948935682432,3.1614602020257716,2.2370560178476184,240.5728737723872,69.42756608765254,0.7067482018823389,0.6313429063406117,0.0,129.56962143037026,0.625,0.315393792,0.45056255999999995,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.525,0.0,779.7389560434419,776.3961879055634,0.004287034926202074,0.9824153675986209,0.0,0.0,1.9462667348323974,83.06001130869694,56.32595931999104,0.7208720921069923,0.7164362017481107,0.0,190.09599186255554,0.25,0.15749999999999997,0.0,2,2,0,False,False,0.0,0.42942557752635613,collapse
0.0,0.525,0.125,779.7389560434419,742.2497472875019,0.04807917889105871,0.26547207238671067,0.4049098356369595,0.363214361446387,0.8161269883870774,51.2461980989025,56.32595931999104,0.7448641463392263,0.7164362017481107,0.0,51.03850697379766,0.125,0.04758405119999999,0.008497152000000001,0,0,0,False,False,0.0,0.42942557752635613,futility
